|#    |name                     |IRI.                                                   |TripleCount    |
|394  |imageCaption             |http://dbpedia.org/property/imageCaption               |20430          |
|395  |gentilicio               |http://dbpedia.org/property/gentilicio                 |20392          |
|396  |texto                    |http://dbpedia.org/property/texto                      |20327          |
|397  |party                    |http://dbpedia.org/ontology/party                      |20063          |
|398  |league                   |http://dbpedia.org/ontology/league                     |20052          |
|399  |lanzamiento              |http://dbpedia.org/property/lanzamiento                |20043          |
|400  |final                    |http://es.dbpedia.org/property/final                   |20004          |
|401  |escritor                 |http://es.dbpedia.org/property/escritor                |19962          |
|402  |fondo                    |http://es.dbpedia.org/property/fondo                   |19888          |
|403  |bandera                  |http://dbpedia.org/property/bandera                    |19852          |
|404  |railwayPlatforms         |http://dbpedia.org/ontology/railwayPlatforms           |19768          |
|405  |posterior                |http://es.dbpedia.org/property/posterior               |19622          |
|406  |subdivisionRanks         |http://dbpedia.org/property/subdivisionRanks           |19415          |
|407  |distributor              |http://dbpedia.org/ontology/distributor                |19362          |
|408  |alcalde                  |http://dbpedia.org/property/alcalde                    |19301          |
|409  |altura                   |http://dbpedia.org/property/altura                     |19224          |
|410  |sitioWeb                 |http://dbpedia.org/property/sitioWeb                   |19001          |
|411  |siguiente                |http://es.dbpedia.org/property/siguiente               |18893          |
|412  |writer                   |http://dbpedia.org/property/writer                     |18860          |
|413  |visita                   |http://es.dbpedia.org/property/visita                  |18847          |
|414  |musicComposer            |http://dbpedia.org/ontology/musicComposer              |18748          |
|415  |lugar                    |http://es.dbpedia.org/property/lugar                   |18636          |
|416  |añodebut                 |http://dbpedia.org/property/añodebut                   |18607          |
|417  |genusAuthority           |http://dbpedia.org/property/genusAuthority             |18590          |
|418  |ciudaddenacimiento       |http://dbpedia.org/property/ciudaddenacimiento         |18583          |
|419  |pos                      |http://dbpedia.org/property/pos                        |18576          |
|420  |nacionalidad             |http://dbpedia.org/property/nacionalidad               |18467          |
|421  |club                     |http://dbpedia.org/property/club                       |18449          |
|422  |synonyms                 |http://es.dbpedia.org/property/synonyms                |18447          |
|423  |musicalArtist            |http://dbpedia.org/ontology/musicalArtist              |18217          |
